nodo,pagerank,in_degree,out_degree,hits_hub,hits_authority,betweenness,closeness
243715,8.64439217488278e-05,0,0,-0.0,-1.4037466445196677e-19,0.0,0.0
244031,0.000803829988659261,12,11,6.027156362074519e-09,4.783855658375877e-08,5.2597240858554175e-05,0.1395071257985432
244087,0.00029660209381547414,10,12,1.0689013796007544e-06,2.060722032695392e-07,0.0,0.0050025012506253125
244126,0.0007178894233166891,3,3,1.61996905987164e-21,1.2922975554147141e-19,5.007508759384698e-07,0.0015007503751875938
244195,0.000537584179195977,17,15,1.7748568798294172e-08,5.820402711365405e-09,2.1621707464628613e-05,0.11536619700660228
244656,8.64439217488278e-05,0,0,-0.0,2.264230513592327e-19,0.0,0.0
244916,0.0002686662973994624,8,9,1.052877929165596e-06,1.7579350079835124e-07,7.928555535692437e-07,0.00400200100050025
245539,0.00011106967559375798,14,53,3.2614982612126844e-06,8.774373498661776e-07,6.577430424489088e-07,0.007003501750875438
245647,0.0003030154212769116,4,0,-0.0,4.569403802275327e-19,0.0,0.002001000500250125
245659,0.0003258522514621718,13,20,1.2654211282642895e-06,3.1743034087901174e-07,0.0,0.12459549276713046
245744,8.64439217488278e-05,0,1,8.913460215628284e-09,-1.7682090550384168e-19,0.0,0.0
245749,0.0007123574894070081,8,9,0.0004674340498506643,6.847274905350773e-05,0.0,0.094319367247388
246023,0.00010798362768870728,2,6,1.0876681739211213e-06,4.2152588750694095e-08,3.755631569538523e-07,0.0010005002501250625
246117,0.0005085942027996341,13,14,1.3411921064246188e-06,3.397156830842858e-07,6.358403638211323e-05,0.12123511691246142
246536,0.00016463559692595712,24,60,0.00923824967547227,0.002709657853373468,7.181800259562121e-05,0.07450256489896398
246569,0.00023631675155485617,1,1,7.760113379586292e-22,-6.007299867624558e-19,0.0,0.008841021818098592
246904,0.000519284388437532,60,44,3.2271287378502283e-06,3.722165797858349e-06,3.648656833006859e-05,0.11023316357150677
246928,0.00011798612123668865,2,16,1.3541228086468787e-06,5.218029373897104e-08,2.7124005780000444e-07,0.10089890375295175
247078,0.0001148535537689555,5,17,-7.806627883446516e-19,-6.425408754714869e-19,0.0,0.0025012506253126563
247102,8.64439217488278e-05,0,0,-0.0,-3.3838245616339883e-19,0.0,0.0
247241,0.001650362405541406,56,17,-8.136503040989403e-19,-4.597341059410658e-18,4.500475324122441e-06,0.02801400700350175
247252,0.000537584179195977,17,15,1.7748568798296587e-08,5.820402711195697e-09,2.1621707464628613e-05,0.11536619700660228
247424,0.00029270459984413657,12,15,1.1833916025726235e-06,2.776725126482391e-07,0.0,0.11667513893720252
247486,0.0002244798697572758,9,13,1.1060941747332471e-06,1.907050385691544e-07,1.400015990644638e-05,0.06690026235825337
247675,0.0007706685676070068,14,14,3.855838609534107e-08,4.902607984593989e-08,0.00032182799173680515,0.13901626739295575
247900,8.64439217488278e-05,0,5,-1.2613896002657543e-20,-1.0935874585249225e-18,0.0,0.0
247956,0.0014534924081136436,20,17,-8.518269716341305e-19,-1.9104585815750306e-18,1.4727966939366757e-08,0.017052004263001068
248028,0.000575184448367622,6,6,-3.2711083016512176e-21,-5.549951201889238e-19,0.0,0.0030015007503751876
248088,0.000660238954101958,44,41,9.817317898472295e-07,1.9050847245651855e-06,0.007203348319025749,0.17340906535503833
248115,0.00015385866581862784,1,5,1.1163533948025999e-06,1.8122465508842355e-07,0.010345845618731158,0.14403066844243304
248139,8.64439217488278e-05,0,16,6.370374634505439e-10,6.942561602165037e-20,0.0,0.0
248255,8.64439217488278e-05,0,9,1.2083817979697526e-06,1.1331401344846026e-20,0.0,0.0
248330,0.00029660209381547414,10,12,1.0689013796007457e-06,2.0607220327014807e-07,0.0,0.0050025012506253125
248778,0.00019594933973008613,1,2,1.049289474281228e-06,3.754499265225982e-10,4.838505338755465e-05,0.09737810921286302
249338,8.64439217488278e-05,0,0,-0.0,-1.0955527145591544e-19,0.0,0.0
249380,0.00028666583280490904,9,10,1.1538408804053185e-06,2.0027603068630698e-07,0.0,0.004502251125562781
249496,8.64439217488278e-05,0,4,1.7129196737856902e-08,1.3691532169990241e-19,0.0,0.0
249834,0.00027864161813446033,21,29,1.773294185908376e-08,8.363890241374942e-09,2.4077897473959593e-05,0.12078645919902832
249989,0.00010391965256122688,1,4,1.042820919117221e-06,4.857463964855942e-11,0.000339194694567853,0.09436679370483483
250076,8.64439217488278e-05,0,7,1.0927931919666555e-06,2.863043032812206e-19,0.0,0.0
250197,0.00023631675155485617,1,1,7.760113379586292e-22,5.950967883752849e-19,0.0,0.008841021818098592
250203,0.001206643637758831,5,5,-9.567315593681465e-21,1.525487206217873e-19,4.006007007507758e-06,0.003335000833750208
250258,0.00019518077175297726,2,2,5.3608839066091104e-09,2.0676031611029176e-10,2.503754379692349e-07,0.0010005002501250625
250374,9.833999680335468e-05,2,15,-7.333773378419291e-19,4.673658022255703e-19,2.503754379692349e-07,0.0010005002501250625
250494,0.0005751844483676223,29,29,1.323808952870968e-18,2.853094553391826e-18,0.0,0.014507253626813406
250616,0.00023895464432438954,42,56,0.006935723598617251,0.005567387282166592,2.317290566678418e-06,0.06665078965834689
250652,0.00045125586669925817,28,26,1.3017340911263221e-06,6.909370872896998e-07,1.7685522122523233e-05,0.022356005589001398
251002,8.64439217488278e-05,0,0,-0.0,-1.4148940295786181e-19,0.0,0.0
251354,8.64439217488278e-05,0,0,-0.0,-2.47208230830036e-20,0.0,0.0
251442,0.00024361905513641292,23,34,0.004424625827333713,0.0021224993221980117,9.753403923607304e-07,0.08367939403878732
251467,0.000660238954101958,44,41,9.30424765260064e-07,1.9060738664824243e-06,0.0006221229569488586,0.17340906535503833
251796,0.000575184448367622,4,4,-3.7869725206505254e-20,-4.0996014857065213e-19,0.0,0.002001000500250125
251876,0.0003020038766585807,3,3,1.0369254372070308e-06,2.000720290422105e-08,0.00040410595688234515,0.0015007503751875938
251990,0.0041456472374957745,180,9,1.207925446954527e-06,6.744818734529072e-06,0.006636304268086522,0.16290968835112002
252035,8.64439217488278e-05,0,1,4.096333449698726e-09,-1.0972028362295901e-19,0.0,0.0
252042,0.00012296307248304162,17,51,2.1343198274290176e-06,8.480974283249251e-07,6.647672326917177e-05,0.008504252126063032
252121,0.00039993477845551393,70,62,0.009235969684311113,0.010594510454847496,9.75823241159985e-05,0.0841578300360943
252192,0.0006465369358421557,3,2,3.35820411697233e-21,4.923208402502267e-20,0.0,0.0015007503751875938
252208,8.64439217488278e-05,0,0,-0.0,4.47142703942582e-19,0.0,0.0
252445,0.0008011326138545481,7,7,0.0002831919485739467,7.691247189445702e-05,0.00017185912390459108,0.10955747868096338
252574,0.0002142845533132589,1,9,2.522859038047005e-20,1.559131769795143e-20,0.0,0.005685275069967416
252583,0.000575184448367622,2,2,7.156756097956643e-21,1.8919305990697895e-19,0.0,0.0010005002501250625
252737,0.00044437783186322493,6,16,6.370374634505439e-10,4.0011798180024667e-08,0.005620028653818513,0.14057824792546086
253115,0.000743761547824043,21,16,3.203068942756813e-09,1.2190207508127364e-09,8.960322450400822e-08,0.013488628372157094
253245,0.0005503710992244228,1,18,4.993438958255501e-07,1.5666149784022293e-08,0.0005882514750480902,0.17099950886605034
253570,0.0005169936441527607,17,7,1.062723968946753e-06,3.497785903278526e-07,4.238498485622048e-07,0.008504252126063032
253663,0.0006440636517861746,1,5,1.9474676258927983e-08,1.996377077468153e-08,0.009149657411288228,0.11573972308386694
253886,9.839186555874393e-05,1,7,1.766161107605768e-09,3.404960623175793e-11,0.0,0.0005002501250625312
253971,8.64439217488278e-05,0,0,-0.0,-3.538936921921997e-19,0.0,0.0
254154,0.00031125541342953895,10,11,1.0602883829029636e-06,1.9198085209633911e-07,0.00011423771358170674,0.0050025012506253125
254161,8.64439217488278e-05,0,0,-0.0,2.6251531977333884e-19,0.0,0.0
254292,8.64439217488278e-05,0,0,-0.0,-4.5988746403349826e-20,0.0,0.0
254350,0.0003700033468975974,29,2,9.38398350600946e-09,4.330833786664303e-08,0.00025826087455543947,0.12172658406388212
254798,8.64439217488278e-05,0,0,-0.0,-5.821130175378729e-19,0.0,0.0
255217,0.0003906258424790746,8,10,8.737341572599943e-10,1.237583282992414e-10,0.0,0.00416875104218776
255375,0.00012066957683181013,1,8,1.0998014837946558e-06,2.1243409934648194e-08,0.0,0.10029229711716245
255711,0.0004340669626572217,1,1,2.1674940523590996e-21,-1.6674166975472107e-19,2.503754379692349e-07,0.0025012506253126563
255754,0.00018209238002703286,2,18,1.1933763429019997e-06,6.975730493006381e-10,0.000333084717444061,0.11607976556702661
255773,0.00035732604313296014,25,28,1.2948034376130127e-06,6.289854221828355e-07,3.515005599381119e-05,0.021792408809446738
255798,0.0007131303109055159,21,16,2.5081973714944205e-12,1.2478068360604197e-11,8.960322450400822e-08,0.010505252626313157
255896,0.00031509930000142876,24,28,1.2845205384663299e-06,5.999979932762106e-07,1.5113571891961094e-05,0.018009004502251125
256147,0.00035732604313296014,25,28,1.2982247545590213e-06,6.290514175237024e-07,2.039042392552483e-05,0.021792408809446738
256234,0.00024591868527081885,23,35,0.0044344655007637285,0.002067614512722533,1.2578863299180818e-06,0.08367939403878732
256270,8.64439217488278e-05,0,8,7.1628983395216326e-09,-7.175557785399712e-19,0.0,0.0
256298,0.0004359249963316415,11,0,-0.0,2.3176532445817142e-07,0.0,0.12752950423651446
256472,8.64439217488278e-05,0,1,2.837337070339954e-10,-2.169967831284401e-20,0.0,0.0
256596,0.0007123574894070081,8,9,0.0004674340498506644,6.847274905350816e-05,0.0,0.094319367247388
257272,0.00011093708262345239,1,16,1.372004261753872e-06,1.5289662494338674e-10,6.659986649981648e-05,0.0005002501250625312
257442,0.0001812616245235854,8,13,1.0727346552454726e-06,1.6544897267444288e-07,0.0,0.00400200100050025
257879,0.00018521163544723472,2,11,1.0898750885591874e-06,4.196661287211344e-08,0.0003912769697757911,0.11586476985984889
258094,0.0005177341827952365,60,38,3.004755666993897e-06,3.7264529013750467e-06,9.481910251377565e-06,0.11023316357150677
258143,0.0018111554750162686,38,0,-0.0,5.994160356343582e-07,0.0,0.1815340311391814
258170,0.0008377758541843794,3,2,1.1476738287174978e-20,7.488330032605617e-19,7.511263139077046e-07,0.0015007503751875938
258173,0.0006587921414755501,44,37,9.272558176294633e-07,1.906134960240903e-06,6.956370009380436e-06,0.17340906535503833
258209,9.40584001882988e-05,2,21,2.694345769187341e-12,1.0388769249221529e-13,0.0,0.0010005002501250625
258348,0.0011887656264229737,5,5,4.74925547637594e-16,5.021165931340708e-12,5.257884197353933e-05,0.00953417885413295
258513,8.64439217488278e-05,0,0,-0.0,1.3596456835295573e-18,0.0,0.0
258657,0.0003188254022105983,6,7,-1.3426757203402413e-20,-2.8938677699069387e-19,0.0,0.0030015007503751876
258826,0.000519284388437532,60,44,3.228726671203581e-06,3.7221349914931852e-06,3.312739909746782e-05,0.11023316357150677
259094,0.0005170063491761661,15,18,1.3524813369671545e-06,3.8689809456537567e-07,0.0010090135258736415,0.12070877052933929
259108,0.00010458131652037016,1,9,1.0685860703666159e-06,2.0612166016596032e-08,4.494239111547765e-06,0.0032857337759788986
259189,0.0003578186274604291,25,27,1.2925309557321137e-06,6.289415872450632e-07,1.867952509940171e-05,0.021792408809446738
259207,0.0011590013670787428,62,12,1.411857633972499e-05,0.008399135236752432,0.0022085687360334713,0.08451788380116652
259213,0.00012274434794338771,17,46,1.9737086680813587e-06,8.51193831426156e-07,4.3608680055194e-06,0.008504252126063032
259343,0.0016441018294632186,19,11,3.275388749898982e-09,1.2644981895457039e-09,0.0010892583428851563,0.11993423477079274
259439,0.0011217352848240105,143,72,0.008535536453322253,0.018786054758866327,0.007984418941975834,0.09647703944505347
259455,0.001650362405541406,56,17,-8.266095288355124e-19,-3.685267897473895e-18,4.500475324122441e-06,0.02801400700350175
259642,0.000270888068158712,11,16,1.0605422411630927e-06,2.9869609220026698e-09,0.0007005336768605098,0.005502751375687844
259669,8.64439217488278e-05,0,0,-0.0,5.927534497842452e-19,0.0,0.0
259747,0.00011293152371988337,1,2,1.0416508622723395e-06,2.0087363325715528e-08,0.0,0.08624630559765178
259846,9.445872294770955e-05,1,5,2.0122699360861892e-20,-2.849148954280738e-20,0.0,0.0006670001667500416
260122,0.0006196171989255142,13,8,1.7711661584115413e-09,5.772797100541628e-10,0.0,0.006536601634150409
260126,8.64439217488278e-05,0,0,-0.0,-1.2150861410943438e-19,0.0,0.0
260350,0.00025215729181272105,11,14,1.6219593254681427e-07,5.502280644137291e-08,2.5037543796923483e-07,0.005502751375687844
260475,0.0005751844483676223,29,29,1.317952925999367e-18,3.2652430463564415e-18,0.0,0.014507253626813406
260649,0.0002033646516444131,13,30,1.7905565925970143e-08,4.624854285311729e-09,1.2368033716618001e-07,0.10112998032088927
260815,0.0007412698010965586,21,15,3.187165944850172e-09,1.2193273425921155e-09,5.245961557450636e-08,0.013488628372157094
261172,0.000392532901097627,9,10,1.0557622965398638e-06,1.8301771429650285e-07,8.345847932307828e-07,0.004502251125562781
261329,0.0005210758112104533,10,3,5.761720207981176e-10,2.0199940355276505e-08,0.0,0.0050025012506253125
261389,0.00011061750378481945,4,18,9.351156159445476e-09,7.906454808331835e-10,1.4727966939366757e-08,0.09691296719880725
261618,8.64439217488278e-05,0,0,-0.0,3.8940964766217017e-19,0.0,0.0
261924,0.00023851148981917093,3,4,-1.0047895883706752e-20,-6.358908792338689e-20,0.0,0.0015007503751875938
262253,0.0006455831605499837,9,13,9.163754992983618e-06,8.539707382749203e-09,0.00336661424932034,0.13842667230720285
262489,0.00018980019525278964,4,1,1.0352418435840192e-06,2.1862142428271846e-07,3.8878644848296345e-05,0.14548214029495368
262545,0.00023631675155485617,1,1,7.760113379586292e-22,1.8853340033171857e-19,0.0,0.008841021818098592
262801,0.0002402575419299608,22,34,0.004426523855515045,0.001988915670399208,1.2249550997419555e-08,0.08367006731185478
262821,0.00035010149220000874,8,8,2.941116564074053e-10,5.1028595177891085e-11,0.0,0.00400200100050025
262860,0.0007656840781173094,11,1,7.189583687546194e-14,1.94436179019705e-14,0.0,0.008644322161080539
262946,0.000575184448367622,2,2,1.1999701770562118e-21,-1.1190360846974738e-19,0.0,0.0010005002501250625
263035,8.64439217488278e-05,0,0,-0.0,6.8122384779571795e-22,0.0,0.0
263098,0.0007131303109055159,21,16,2.508197376452648e-12,1.2478068011643027e-11,8.960322450400822e-08,0.010505252626313157
263099,9.40584001882988e-05,2,21,3.231006192633857e-09,1.2458035462669947e-10,0.0,0.0010005002501250625
263187,8.64439217488278e-05,0,8,1.0949081959762032e-06,-1.327801587268276e-19,0.0,0.0
263667,0.0001148535537689555,5,17,-7.613055644113648e-19,-7.141729466511518e-19,0.0,0.0025012506253126563
263768,0.0006591817752891807,44,38,9.196478400787323e-07,1.906281633519014e-06,0.0008876163601909395,0.17340906535503833
263771,0.0006566309280708158,13,7,1.0820707845085002e-06,2.7221283593643737e-07,0.0,0.11606181878818198
263806,0.00034193031976992403,13,15,1.1830159774178094e-06,3.04109095824963e-07,0.002911467012844684,0.13791803121843854
263856,0.0005197128883779688,60,46,3.2198035070038737e-06,3.7223070200947673e-06,0.0011867973170880538,0.11023316357150677
264051,0.00013097786191501462,4,10,1.0823524969438366e-06,8.346617116149473e-08,0.0,0.002001000500250125
264066,8.64439217488278e-05,0,8,1.0936763816959398e-06,3.6204527992317137e-20,0.0,0.0
264238,0.0007131303109055159,21,16,2.508197374723847e-12,1.247806813331642e-11,8.960322450400822e-08,0.010505252626313157
264253,0.00023888969573063247,42,55,0.006806502955884767,0.005569878511298115,2.635530925991946e-08,0.06665078965834689
264290,0.00023631675155485617,1,1,7.760113379586292e-22,2.441497127542539e-20,0.0,0.008841021818098592
264482,0.0006782863073831153,8,5,1.229661303590437e-06,5.123035308086806e-05,8.170856654629993e-05,0.10970157006020183
265010,0.00029660209381547414,10,12,1.0689013796007489e-06,2.0607220326991958e-07,0.0,0.0050025012506253125
265029,8.64439217488278e-05,0,1,2.0211995546792515e-20,2.5489721313330424e-19,0.0,0.0
265060,0.00023631675155485617,1,1,7.760113379586292e-22,-4.1770502651012887e-19,0.0,0.008841021818098592
265174,9.246327264572017e-05,1,14,-7.500281095098115e-19,-5.5835973720481975e-19,1.2518771898461744e-07,0.0005002501250625312
265358,0.00013624962378894033,3,13,1.2469261756020654e-06,5.20640607973235e-08,6.27531351226532e-05,0.10112998032088927
265387,0.0026451459021886994,67,19,1.2365099617175171e-06,1.7386849466671121e-06,0.007154019711970557,0.15034805606288024
265428,0.0008812973185457039,28,9,1.088746298152906e-06,5.469537273066173e-07,0.0005324067599962285,0.11775495590932723
265576,0.000575184448367622,1,1,-1.892465946037805e-21,-2.3401399206091706e-20,0.0,0.0005002501250625312
265901,0.00035686836125810447,25,29,1.3057237442873527e-06,6.29196068951329e-07,2.0980594600738003e-05,0.021792408809446738
265910,0.0001148535537689555,5,17,-7.77447578118328e-19,-4.56833832521165e-19,0.0,0.0025012506253126563
265957,0.00024073377102236688,22,37,0.004527892910757137,0.0019869613886520053,8.696428593023773e-05,0.08367006731185478
265970,0.00023631675155485617,1,1,7.760113379586292e-22,2.313812924164028e-19,0.0,0.008841021818098592
265987,0.0005905300964430312,10,10,1.427456738134082e-09,2.482975484841698e-10,2.7819493107692762e-08,0.11338725742693305
266051,0.0003157516010599904,25,31,2.70715266862003e-08,9.544909389573102e-09,0.0002793834738095133,0.12086424793462583
266182,8.64439217488278e-05,0,0,-0.0,-3.781958490151877e-20,0.0,0.0
266325,0.0002979784013122013,6,6,1.181065943202547e-05,1.31605033977179e-06,0.0,0.0661107744537174
266327,8.64439217488278e-05,0,4,1.7129196737856902e-08,-2.359951142544457e-19,0.0,0.0
266335,0.0011751592782335651,28,17,1.1181578139851551e-06,5.974437839829545e-07,0.0007079068109713976,0.1268053790408718
